customerid,category,country,industry,month,billedamount
113,Individual,Portugal,Product Management,2009-1,16984
114,Individual,Syria,Business Development,2009-1,13157
115,Individual,Albania,Human Resources,2009-1,11185
105,Individual,Indonesia,Product Management,2009-1,15073
116,Company,Russia,Product Management,2009-1,12477
117,Individual,Ukraine,Training,2009-1,3462
118,Company,Peru,Accounting,2009-1,10663
119,Individual,Sweden,Engineering,2009-1,13146
120,Company,Indonesia,Legal,2009-1,9899
121,Company,Vietnam,Marketing,2009-1,4319
122,Individual,Indonesia,Services,2009-1,15731
123,Individual,Indonesia,Sales,2009-1,5468
104,Company,Peru,Accounting,2009-1,6105
124,Company,Indonesia,Product Management,2009-1,5242
992,Company,Egypt,Services,2009-1,1175
125,Company,Brazil,Legal,2009-1,13915
126,Individual,Indonesia,Research and Development,2009-1,8037
127,Company,Sweden,Product Management,2009-1,8295
129,Individual,Vietnam,Engineering,2009-1,2279
153,Company,Poland,Research and Development,2009-1,11155
154,Individual,China,Product Management,2009-1,12946
100,Individual,Croatia,Services,2009-1,14855
988,Individual,Albania,Services,2009-1,13069
180,Company,Russia,Engineering,2009-1,16549
181,Individual,Argentina,Accounting,2009-1,1784
182,Individual,Thailand,Business Development,2009-1,14073
183,Company,Indonesia,Product Management,2009-1,7196
184,Company,China,Marketing,2009-1,14471
185,Company,Czech Republic,Research and Development,2009-1,17396
186,Company,Philippines,Accounting,2009-1,18272
96,Company,Philippines,Accounting,2009-1,16253
187,Company,Brazil,Legal,2009-1,4347
188,Company,Russia,Product Management,2009-1,3167
189,Individual,Indonesia,Services,2009-1,9768
190,Company,China,Human Resources,2009-1,19599
191,Company,Indonesia,Accounting,2009-1,10154
192,Individual,France,Engineering,2009-1,9789
193,Individual,China,Product Management,2009-1,7321
95,Individual,Sri Lanka,Services,2009-1,9153
987,Company,Indonesia,Marketing,2009-1,6822
194,Individual,Mexico,Product Management,2009-1,10439
195,Company,United States,Product Management,2009-1,9555
196,Individual,China,Human Resources,2009-1,12956
197,Company,Morocco,Product Management,2009-1,16423
198,Company,China,Services,2009-1,18383
199,Company,China,Engineering,2009-1,13861
200,Individual,Indonesia,Engineering,2009-1,9362
179,Individual,Philippines,Research and Development,2009-1,4907
97,Company,China,Engineering,2009-1,17439
178,Individual,Indonesia,Research and Development,2009-1,9806
177,Individual,Sweden,Marketing,2009-1,2539
155,Individual,Antigua and Barbuda,Product Management,2009-1,3527
156,Individual,Albania,Services,2009-1,13352
157,Individual,Indonesia,Business Development,2009-1,17165
158,Company,Brunei,Research and Development,2009-1,7748
159,Individual,Nigeria,Legal,2009-1,2902
160,Company,Canada,Sales,2009-1,12542
161,Individual,China,Accounting,2009-1,10580
162,Company,Czech Republic,Business Development,2009-1,3633
163,Individual,Uruguay,Sales,2009-1,6430
99,Individual,Ethiopia,Product Management,2009-1,891
164,Individual,Thailand,Training,2009-1,4863
165,Company,Czech Republic,Business Development,2009-1,16180
82,Individual,Morocco,Marketing,2009-1,16798
166,Company,France,Product Management,2009-1,12509
167,Individual,Poland,Business Development,2009-1,18100
168,Individual,Russia,Legal,2009-1,8353
169,Individual,Argentina,Human Resources,2009-1,11623
170,Company,Syria,Business Development,2009-1,15439
98,Company,Thailand,Business Development,2009-1,5082
171,Individual,Albania,Engineering,2009-1,2531
994,Individual,Philippines,Human Resources,2009-1,18687
172,Company,Croatia,Research and Development,2009-1,16285
173,Individual,Poland,Marketing,2009-1,11585
174,Company,Croatia,Services,2009-1,18924
175,Company,Indonesia,Training,2009-1,9728
176,Individual,France,Support,2009-1,7880
989,Company,Bulgaria,Support,2009-1,19662
297,Company,Bhutan,Sales,2009-1,16577
298,Company,China,Training,2009-1,11882
299,Company,Germany,Business Development,2009-1,840
421,Individual,Chad,Accounting,2009-1,12644
422,Individual,Philippines,Support,2009-1,5129
66,Company,China,Marketing,2009-1,18446
423,Individual,Philippines,Marketing,2009-1,18696
424,Individual,Indonesia,Training,2009-1,15508
425,Company,Philippines,Human Resources,2009-1,8422
426,Company,Russia,Marketing,2009-1,10264
427,Individual,Bosnia and Herzegovina,Engineering,2009-1,2935
970,Company,Argentina,Legal,2009-1,5569
428,Individual,Sweden,Research and Development,2009-1,17413
429,Company,Central African Republic,Training,2009-1,17472
65,Company,Indonesia,Training,2009-1,13056
430,Company,Portugal,Services,2009-1,4217
431,Individual,Czech Republic,Research and Development,2009-1,17632
432,Company,China,Support,2009-1,7721
433,Individual,Canada,Research and Development,2009-1,13433
434,Company,China,Sales,2009-1,8063
435,Individual,China,Product Management,2009-1,4327
436,Company,Portugal,Research and Development,2009-1,3635
437,Company,China,Business Development,2009-1,52
438,Individual,China,Research and Development,2009-1,4584
64,Individual,France,Business Development,2009-1,7923
439,Individual,Thailand,Research and Development,2009-1,690
440,Individual,China,Legal,2009-1,17058
441,Individual,China,Training,2009-1,6713
420,Individual,Indonesia,Services,2009-1,12952
969,Company,Greece,Support,2009-1,6818
419,Individual,Indonesia,Business Development,2009-1,6955
417,Company,Philippines,Engineering,2009-1,3063
397,Company,Kazakhstan,Business Development,2009-1,17885
398,Company,Luxembourg,Product Management,2009-1,18919
69,Individual,Nigeria,Business Development,2009-1,3412
399,Individual,Yemen,Engineering,2009-1,17981
400,Individual,Russia,Research and Development,2009-1,9589
972,Company,Peru,Sales,2009-1,5023
401,Individual,Brazil,Support,2009-1,2119
402,Individual,France,Legal,2009-1,18716
403,Individual,Vietnam,Product Management,2009-1,17223
404,Individual,Saudi Arabia,Engineering,2009-1,551
405,Individual,Russia,Services,2009-1,4662
406,Individual,Yemen,Research and Development,2009-1,5446
68,Company,United States,Training,2009-1,19740
407,Individual,Malaysia,Engineering,2009-1,12352
408,Individual,Canada,Services,2009-1,667
409,Individual,Argentina,Sales,2009-1,15445
410,Individual,China,Marketing,2009-1,9437
411,Individual,Poland,Product Management,2009-1,10122
412,Individual,France,Research and Development,2009-1,5659
413,Individual,Malaysia,Engineering,2009-1,9832
67,Individual,Brazil,Engineering,2009-1,14128
414,Individual,Nigeria,Marketing,2009-1,10158
971,Company,China,Product Management,2009-1,6067
415,Company,Kuwait,Accounting,2009-1,2985
416,Company,North Korea,Training,2009-1,17624
418,Individual,Philippines,Accounting,2009-1,11655
442,Company,Sweden,Sales,2009-1,5409
443,Company,China,Sales,2009-1,270
444,Company,Bolivia,Marketing,2009-1,3399
967,Individual,Indonesia,Research and Development,2009-1,4586
470,Individual,Vietnam,Training,2009-1,5463
471,Individual,Portugal,Services,2009-1,12770
472,Individual,Canada,Product Management,2009-1,1155
473,Individual,Canada,Product Management,2009-1,19373
474,Company,Azerbaijan,Research and Development,2009-1,1301
475,Company,Portugal,Accounting,2009-1,12656
476,Company,China,Research and Development,2009-1,10002
477,Individual,United States,Engineering,2009-1,2915
59,Company,Kazakhstan,Services,2009-1,7129
478,Company,Portugal,Services,2009-1,14506
479,Company,Ethiopia,Human Resources,2009-1,2543
480,Individual,Malaysia,Accounting,2009-1,6189
481,Company,South Korea,Legal,2009-1,6675
482,Individual,Philippines,Engineering,2009-1,8163
966,Company,China,Human Resources,2009-1,19839
483,Company,Philippines,Engineering,2009-1,2541
484,Company,China,Engineering,2009-1,11884
485,Company,Poland,Sales,2009-1,15500
58,Company,China,Engineering,2009-1,12646
486,Individual,China,Services,2009-1,7923
487,Individual,Indonesia,Research and Development,2009-1,2910
488,Individual,Russia,Research and Development,2009-1,14085
489,Individual,Indonesia,Training,2009-1,11226
490,Individual,Sweden,Legal,2009-1,5213
60,Individual,Philippines,Research and Development,2009-1,17254
469,Company,China,Accounting,2009-1,16943
468,Company,Sweden,Marketing,2009-1,1757
467,Individual,China,Human Resources,2009-1,11183
445,Company,Cameroon,Business Development,2009-1,11349
63,Individual,Greece,Human Resources,2009-1,137
446,Individual,Indonesia,Sales,2009-1,18991
447,Individual,France,Support,2009-1,17242
448,Individual,Poland,Business Development,2009-1,8495
449,Company,Lithuania,Engineering,2009-1,14397
450,Company,Russia,Research and Development,2009-1,2327
451,Individual,Philippines,Product Management,2009-1,13258
452,Individual,Indonesia,Sales,2009-1,5790
453,Company,Madagascar,Human Resources,2009-1,18020
454,Individual,Peru,Product Management,2009-1,18020
62,Company,France,Product Management,2009-1,679
396,Individual,China,Research and Development,2009-1,17988
455,Individual,Guatemala,Marketing,2009-1,1539
456,Individual,China,Research and Development,2009-1,11116
457,Individual,Canada,Research and Development,2009-1,10018
458,Company,Iran,Support,2009-1,19763
459,Individual,Costa Rica,Product Management,2009-1,8854
460,Individual,Ethiopia,Support,2009-1,17018
461,Individual,Indonesia,Engineering,2009-1,8663
61,Company,Philippines,Marketing,2009-1,6022
462,Company,Indonesia,Accounting,2009-1,10304
463,Company,Albania,Engineering,2009-1,3742
464,Individual,Portugal,Marketing,2009-1,16100
465,Individual,Greece,Product Management,2009-1,872
466,Individual,Indonesia,Marketing,2009-1,17459
968,Individual,Thailand,Services,2009-1,334
492,Individual,Colombia,Research and Development,2009-1,13306
395,Individual,Portugal,Human Resources,2009-1,11876
393,Company,China,Marketing,2009-1,11671
324,Individual,Uganda,Services,2009-1,772
325,Individual,New Zealand,Training,2009-1,7088
326,Company,Indonesia,Marketing,2009-1,14957
327,Company,Iraq,Research and Development,2009-1,18689
328,Individual,Indonesia,Business Development,2009-1,13678
78,Individual,Greece,Legal,2009-1,13793
329,Individual,Slovenia,Business Development,2009-1,18437
330,Individual,Nepal,Engineering,2009-1,15699
331,Company,Thailand,Support,2009-1,5809
977,Individual,Serbia,Support,2009-1,9297
332,Company,Pakistan,Support,2009-1,5099
333,Individual,France,Training,2009-1,3003
334,Company,Finland,Training,2009-1,662
335,Company,Russia,Sales,2009-1,7541
77,Company,Peru,Accounting,2009-1,15377
336,Individual,Israel,Business Development,2009-1,17558
337,Company,China,Legal,2009-1,11870
338,Individual,Niger,Sales,2009-1,7179
339,Individual,Russia,Human Resources,2009-1,1123
340,Individual,China,Support,2009-1,14302
341,Company,Bulgaria,Marketing,2009-1,4974
342,Individual,China,Services,2009-1,15178
343,Company,Russia,Business Development,2009-1,12403
76,Company,Syria,Legal,2009-1,10108
344,Company,Sweden,Engineering,2009-1,19134
323,Company,China,Support,2009-1,8509
345,Company,United Kingdom,Business Development,2009-1,16411
322,Company,Uganda,Engineering,2009-1,5432
320,Individual,Sweden,Product Management,2009-1,2819
300,Company,Thailand,Sales,2009-1,104
301,Company,China,Training,2009-1,283
302,Company,Japan,Human Resources,2009-1,14827
303,Individual,Tanzania,Marketing,2009-1,6416
81,Company,Saudi Arabia,Marketing,2009-1,11418
979,Individual,Jamaica,Engineering,2009-1,6971
304,Individual,China,Accounting,2009-1,1004
305,Company,Mongolia,Training,2009-1,1217
306,Company,Sweden,Services,2009-1,11844
307,Individual,China,Services,2009-1,7495
308,Individual,Japan,Accounting,2009-1,8165
309,Company,Brazil,Training,2009-1,8966
310,Company,Indonesia,Product Management,2009-1,10069
311,Individual,France,Marketing,2009-1,10976
312,Company,Brazil,Engineering,2009-1,1056
80,Company,China,Legal,2009-1,14491
313,Company,Russia,Legal,2009-1,7134
314,Individual,Argentina,Legal,2009-1,4921
315,Company,Colombia,Legal,2009-1,19163
316,Company,Ukraine,Human Resources,2009-1,1602
317,Company,Philippines,Accounting,2009-1,6726
978,Company,Indonesia,Engineering,2009-1,3652
318,Company,Colombia,Human Resources,2009-1,5556
319,Company,China,Services,2009-1,10774
79,Individual,Thailand,Marketing,2009-1,2612
321,Individual,Czech Republic,Human Resources,2009-1,8592
976,Individual,Indonesia,Training,2009-1,7263
346,Company,Indonesia,Sales,2009-1,18977
347,Company,Latvia,Support,2009-1,13484
373,Company,Sweden,Legal,2009-1,11288
374,Individual,Colombia,Legal,2009-1,18151
375,Company,Ukraine,Engineering,2009-1,2249
72,Individual,Palestinian Territory,Product Management,2009-1,7094
376,Individual,China,Accounting,2009-1,7089
377,Individual,China,Marketing,2009-1,6422
378,Individual,Cameroon,Accounting,2009-1,16391
379,Individual,Nigeria,Human Resources,2009-1,9704
380,Company,Philippines,Legal,2009-1,7939
381,Company,Philippines,Research and Development,2009-1,8933
382,Company,El Salvador,Human Resources,2009-1,3728
383,Individual,Montenegro,Sales,2009-1,7819
71,Individual,Philippines,Sales,2009-1,16180
384,Company,China,Training,2009-1,10507
385,Individual,China,Training,2009-1,15359
386,Company,China,Legal,2009-1,8103
973,Individual,Croatia,Support,2009-1,4813
387,Company,Bolivia,Accounting,2009-1,17980
388,Individual,Serbia,Research and Development,2009-1,3321
389,Company,Ukraine,Product Management,2009-1,3332
390,Individual,Azerbaijan,Legal,2009-1,7163
391,Individual,United States,Services,2009-1,2592
70,Company,Indonesia,Marketing,2009-1,15097
996,Company,Indonesia,Legal,2009-1,19920
392,Company,Brazil,Research and Development,2009-1,15042
974,Company,Sweden,Training,2009-1,4527
372,Individual,American Samoa,Sales,2009-1,3041
371,Company,Indonesia,Research and Development,2009-1,4415
370,Company,Finland,Training,2009-1,5326
348,Company,Sweden,Services,2009-1,8109
349,Company,Uzbekistan,Engineering,2009-1,9502
350,Individual,Brazil,Sales,2009-1,15070
351,Individual,Poland,Product Management,2009-1,9044
75,Company,Russia,Accounting,2009-1,3925
352,Individual,Latvia,Legal,2009-1,2156
353,Company,Greece,Product Management,2009-1,12909
354,Company,Ukraine,Research and Development,2009-1,12217
355,Individual,Indonesia,Support,2009-1,8360
356,Company,Spain,Services,2009-1,909
357,Individual,France,Sales,2009-1,17347
358,Company,Japan,Research and Development,2009-1,4866
394,Company,Ukraine,Human Resources,2009-1,16220
975,Individual,Argentina,Legal,2009-1,691
74,Company,Haiti,Business Development,2009-1,3138
360,Company,China,Services,2009-1,5378
361,Company,Sri Lanka,Research and Development,2009-1,17083
362,Company,Russia,Human Resources,2009-1,19932
363,Individual,China,Product Management,2009-1,2310
364,Individual,Mexico,Services,2009-1,6976
365,Individual,Ivory Coast,Support,2009-1,16196
366,Individual,Japan,Support,2009-1,15666
367,Company,Russia,Services,2009-1,4258
73,Company,Morocco,Product Management,2009-1,10556
368,Company,Philippines,Training,2009-1,18248
369,Company,North Korea,Marketing,2009-1,1490
359,Individual,Russia,Product Management,2009-1,10957
878,Company,France,Engineering,2009-1,16214
107,Company,Portugal,Services,2009-1,16352
905,Individual,Portugal,Marketing,2009-1,6602
933,Company,Poland,Product Management,2009-1,18685
899,Individual,Mexico,Human Resources,2009-1,14880
923,Individual,Canada,Research and Development,2009-1,14320
922,Individual,Honduras,Accounting,2009-1,6336
3,Individual,United States,Training,2009-1,16424
911,Individual,China,Business Development,2009-1,8866
882,Individual,Netherlands,Accounting,2009-1,9695
884,Company,Peru,Research and Development,2009-1,18971
913,Company,Portugal,Marketing,2009-1,5885
924,Company,Armenia,Marketing,2009-1,14464
887,Individual,China,Marketing,2009-1,18627
937,Company,Brazil,Human Resources,2009-1,10266
885,Company,Brazil,Training,2009-1,12887
907,Company,Sweden,Support,2009-1,5937
886,Company,Kazakhstan,Support,2009-1,8583
903,Individual,Indonesia,Research and Development,2009-1,5304
914,Company,Finland,Training,2009-1,5851
935,Company,Philippines,Training,2009-1,1649
932,Company,Mongolia,Training,2009-1,4282
